2011.43 58.6866
0 0
1752.83 59.7251
319.853 60.5415
266.687 42.6974
207.857 76.8119
11.4047 18.0372
11.8286 18.9571
10.5599 19.6573
10.3203 18.9729
11.4227 19.1875
11.2449 18.1302
12.2496 21.0941
9.88951 20.817
10.347 20.0886
11.4542 21.9701
9.23002 17.7415
8.9811 17.043
11.1316 18.6743
10.3119 22.3526
11.0741 18.5016
10.4656 19.2918
9.39618 15.032
10.6997 21.6911
11.4356 22.1894
10.2051 18.3648
11.3985 20.6612
10.9974 23.1949
9.47577 15.0163
10.8736 21.7265
10.7538 20.1278
11.215 19.9657
9.81451 20.5855
11.8652 21.9399
10.1911 17.8864
11.3493 18.8751
9.95745 15.566
7.71383 13.281
7.35802 14.6368
8.78568 15.1195
7.85971 15.506
8.05745 15.4805
8.7411 15.8274
8.70841 15.8794
8.24436 13.3049
9.1939 15.925
8.90634 13.4175
8.80671 18.3484
8.7208 16.8862
8.71683 13.175
8.81553 17.1775
8.96058 15.0643
8.61868 16.2716
7.76263 12.9008
9.07191 16.124
9.10451 18.4602
8.55096 17.6424
8.6341 14.4929
8.46456 13.8959
8.40397 16.1434
8.79319 14.362
8.81521 17.0459
8.37335 14.4899
8.74855 17.5636
9.16257 17.2609
8.89311 17.8742
9.64248 17.4975
9.10402 17.791
8.64425 14.6903
8.59075 15.174
39.7161 45.1649
37.0346 43.3185
37.9956 46.0943
27.7939 36.8479
32.7109 48.954
42.2389 43.7612
54.2866 55.5306
27.9393 48.3867
35.9828 55.8367
30.6559 39.8291
33.2816 31.1539
41.1611 35.3283
33.057 41.1202
49.0628 68.6625
56.1694 32.476
36.1906 32.6933
34.3908 36.382
36.9806 36.5391
35.6353 56.4349
37.3491 29.4819
31.537 57.2676
36.2348 54.8029
40.443 36.9975
43.7822 29.8421
54.7003 33.1013
36.0372 52.0773
45.3166 37.288
54.0449 34.612
43.4822 85.8265
41.758 21.0166
54.215 53.4619
57.3931 50.7948
56.2523 53.2458
67.4541 47.1071
73.7952 54.7231
58.8485 51.2132
92.6785 111.787
79.4476 38.5695
139.817 106.6
67.3742 59.2086
95.7636 118.757
297.049 453.036
145.655 98.9122
5.83506 16.6631
205.688 190.19
224.872 224.481
167.841 187.145
188.958 236.289
39.9412 154.683
120.65 119.904
120.65 119.904
33.5767 19.7739
33.5767 19.7739
47.7138 71.5777
35.0311 65.4419
74.8219 98.4544
70.9434 46.2508
54.0444 40.5803
14.8002 25.5418
78.7882 97.5385
36.9384 56.0503
18.3342 17.4932
19.6815 21.0079
20.3094 43.4832
20.9583 58.8386
16.7856 38.0864
19.652 47.0695
18.8175 21.9197
20.218 25.4227
17.3607 63.0626
19.688 47.3521
22.1681 46.8991
21.6876 43.2593
12.8214 9.61905
19.4611 47.2306
21.2998 56.944
23.6328 83.2951
18.6413 55.9241
21.6403 41.4004
16.9143 14.3302
12.9763 14.377
16.5979 60.8683
16.5979 60.8683
16.5777 60.8888
16.5979 60.8683
16.5767 60.8949
11.3617 40.1639
28.4952 42.5103
25.4495 40.2426
30.9199 77.2598
21.6802 33.5127
25.9347 32.9604
28.8773 46.7147
20.1593 30.2133
26.0869 35.6553
31.2877 44.1521
38.1541 50.5513
10.4623 11.9625
12.8425 12.9069
16.6905 19.6947
101.995 175.92
61.4312 98.5033
68.9481 17.0967
78.5519 105.934
86.9064 126.199
94.7041 133.71
44.0305 61.3303
28.5292 50.9022
10.2286 5.10174
25.7691 132.128
15.0509 88.8931
17.7735 70.8142
20.8721 132.111
19.1014 80.3482
15.9681 52.2946
16.99 54.5376
18.1413 68.3376
18.8561 68.7597
7.41503 47.8325
10.4966 50.5887
13.8102 73.4633
16.8749 55.3291
18.9853 62.7763
9.19003 26.6731
35.7178 69.7185
13.2183 19.7537
9.19414 20.2622
9.33923 19.4003
9.24242 19.8228
9.27241 19.6218
9.8058 20.4794
15.2133 22.0876
22.9731 21.5928
25.4288 20.6494
36.0276 21.139
5.23692 5.27519
5.08485 5.11592
6.64358 10.0046
4.557 4.59025
519.251 589.274
82.3941 32.5646
